"","SeqName","Project","SampleType","Mouse","Day","Community","MouseType","Diet","Well","pH","Location","finalDaySamples","Buffer","Replicate","Inoculum","names","Condition","mouse_location","mouse_sampleType"
"MouseExp3_p1_A12_Distal_m4Normal_S12","MouseExp3_p1_A12_Distal_m4Normal_S12","MouseExp3","Distal","m4","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m4_Small Intestine_Normal_synIC_SW","m4_Distal_Normal_synIC_SW"
"MouseExp3_p1_A2_Mid_m1Normal_S2","MouseExp3_p1_A2_Mid_m1Normal_S2","MouseExp3","Mid","m1","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m1_Small Intestine_Normal_synIC_SW","m1_Mid_Normal_synIC_SW"
"MouseExp3_p1_A3_Distal_m1Normal_S3","MouseExp3_p1_A3_Distal_m1Normal_S3","MouseExp3","Distal","m1","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m1_Small Intestine_Normal_synIC_SW","m1_Distal_Normal_synIC_SW"
"MouseExp3_p1_A4_Proximal_m2Normal_S4","MouseExp3_p1_A4_Proximal_m2Normal_S4","MouseExp3","Proximal","m2","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m2_Small Intestine_Normal_synIC_SW","m2_Proximal_Normal_synIC_SW"
"MouseExp3_p1_A5_Mid_m2Normal_S5","MouseExp3_p1_A5_Mid_m2Normal_S5","MouseExp3","Mid","m2","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m2_Small Intestine_Normal_synIC_SW","m2_Mid_Normal_synIC_SW"
"MouseExp3_p1_A6_Distal_m2Normal_S6","MouseExp3_p1_A6_Distal_m2Normal_S6","MouseExp3","Distal","m2","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m2_Small Intestine_Normal_synIC_SW","m2_Distal_Normal_synIC_SW"
"MouseExp3_p1_A7_Proximal_m3Normal_S7","MouseExp3_p1_A7_Proximal_m3Normal_S7","MouseExp3","Proximal","m3","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m3_Small Intestine_Normal_synIC_SW","m3_Proximal_Normal_synIC_SW"
"MouseExp3_p1_A8_Mid_m3Normal_S8","MouseExp3_p1_A8_Mid_m3Normal_S8","MouseExp3","Mid","m3","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m3_Small Intestine_Normal_synIC_SW","m3_Mid_Normal_synIC_SW"
"MouseExp3_p1_A9_Distal_m3Normal_S9","MouseExp3_p1_A9_Distal_m3Normal_S9","MouseExp3","Distal","m3","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m3_Small Intestine_Normal_synIC_SW","m3_Distal_Normal_synIC_SW"
"MouseExp3_p1_B1_Proximal_m5Normal_S13","MouseExp3_p1_B1_Proximal_m5Normal_S13","MouseExp3","Proximal","m5","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m5_Small Intestine_Normal_synIC_SW","m5_Proximal_Normal_synIC_SW"
"MouseExp3_p1_B10_Proximal_m8Normal_S22","MouseExp3_p1_B10_Proximal_m8Normal_S22","MouseExp3","Proximal","m8","30","synSC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m8_Small Intestine_Normal_synSC_SW","m8_Proximal_Normal_synSC_SW"
"MouseExp3_p1_B11_Mid_m8Normal_S23","MouseExp3_p1_B11_Mid_m8Normal_S23","MouseExp3","Mid","m8","30","synSC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m8_Small Intestine_Normal_synSC_SW","m8_Mid_Normal_synSC_SW"
"MouseExp3_p1_B12_Distal_m8Normal_S24","MouseExp3_p1_B12_Distal_m8Normal_S24","MouseExp3","Distal","m8","30","synSC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m8_Small Intestine_Normal_synSC_SW","m8_Distal_Normal_synSC_SW"
"MouseExp3_p1_B2_Mid_m5Normal_S14","MouseExp3_p1_B2_Mid_m5Normal_S14","MouseExp3","Mid","m5","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m5_Small Intestine_Normal_synIC_SW","m5_Mid_Normal_synIC_SW"
"MouseExp3_p1_B3_Distal_m5Normal_S15","MouseExp3_p1_B3_Distal_m5Normal_S15","MouseExp3","Distal","m5","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m5_Small Intestine_Normal_synIC_SW","m5_Distal_Normal_synIC_SW"
"MouseExp3_p1_B4_Proximal_m6Normal_S16","MouseExp3_p1_B4_Proximal_m6Normal_S16","MouseExp3","Proximal","m6","30","synSC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m6_Small Intestine_Normal_synSC_SW","m6_Proximal_Normal_synSC_SW"
"MouseExp3_p1_B5_Mid_m6Normal_S17","MouseExp3_p1_B5_Mid_m6Normal_S17","MouseExp3","Mid","m6","30","synSC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m6_Small Intestine_Normal_synSC_SW","m6_Mid_Normal_synSC_SW"
"MouseExp3_p1_B6_Distal_m6Normal_S18","MouseExp3_p1_B6_Distal_m6Normal_S18","MouseExp3","Distal","m6","30","synSC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m6_Small Intestine_Normal_synSC_SW","m6_Distal_Normal_synSC_SW"
"MouseExp3_p1_B7_Proximal_m7Normal_S19","MouseExp3_p1_B7_Proximal_m7Normal_S19","MouseExp3","Proximal","m7","30","synSC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m7_Small Intestine_Normal_synSC_SW","m7_Proximal_Normal_synSC_SW"
"MouseExp3_p1_B8_Mid_m7Normal_S20","MouseExp3_p1_B8_Mid_m7Normal_S20","MouseExp3","Mid","m7","30","synSC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m7_Small Intestine_Normal_synSC_SW","m7_Mid_Normal_synSC_SW"
"MouseExp3_p1_B9_Distal_m7Normal_S21","MouseExp3_p1_B9_Distal_m7Normal_S21","MouseExp3","Distal","m7","30","synSC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m7_Small Intestine_Normal_synSC_SW","m7_Distal_Normal_synSC_SW"
"MouseExp3_p1_C1_Proximal_m9Normal_S25","MouseExp3_p1_C1_Proximal_m9Normal_S25","MouseExp3","Proximal","m9","30","synSC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m9_Small Intestine_Normal_synSC_SW","m9_Proximal_Normal_synSC_SW"
"MouseExp3_p1_C10_Cecum_m6_S34","MouseExp3_p1_C10_Cecum_m6_S34","MouseExp3","Cecum","m6","30","synSC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","m6_Cecum_Normal_synSC_SW","m6_Cecum_Normal_synSC_SW"
"MouseExp3_p1_C11_Cecum_m7_S35","MouseExp3_p1_C11_Cecum_m7_S35","MouseExp3","Cecum","m7","30","synSC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","m7_Cecum_Normal_synSC_SW","m7_Cecum_Normal_synSC_SW"
"MouseExp3_p1_C12_Cecum_m8_S36","MouseExp3_p1_C12_Cecum_m8_S36","MouseExp3","Cecum","m8","30","synSC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","m8_Cecum_Normal_synSC_SW","m8_Cecum_Normal_synSC_SW"
"MouseExp3_p1_C2_Mid_m9Normal_S26","MouseExp3_p1_C2_Mid_m9Normal_S26","MouseExp3","Mid","m9","30","synSC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m9_Small Intestine_Normal_synSC_SW","m9_Mid_Normal_synSC_SW"
"MouseExp3_p1_C3_Distal_m9Normal_S27","MouseExp3_p1_C3_Distal_m9Normal_S27","MouseExp3","Distal","m9","30","synSC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m9_Small Intestine_Normal_synSC_SW","m9_Distal_Normal_synSC_SW"
"MouseExp3_p1_C5_Cecum_m1_S29","MouseExp3_p1_C5_Cecum_m1_S29","MouseExp3","Cecum","m1","30","synIC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","m1_Cecum_Normal_synIC_SW","m1_Cecum_Normal_synIC_SW"
"MouseExp3_p1_C6_Cecum_m2_S30","MouseExp3_p1_C6_Cecum_m2_S30","MouseExp3","Cecum","m2","30","synIC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","m2_Cecum_Normal_synIC_SW","m2_Cecum_Normal_synIC_SW"
"MouseExp3_p1_C7_Cecum_m3_S31","MouseExp3_p1_C7_Cecum_m3_S31","MouseExp3","Cecum","m3","30","synIC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","m3_Cecum_Normal_synIC_SW","m3_Cecum_Normal_synIC_SW"
"MouseExp3_p1_C8_Cecum_m4_S32","MouseExp3_p1_C8_Cecum_m4_S32","MouseExp3","Cecum","m4","30","synIC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","m4_Cecum_Normal_synIC_SW","m4_Cecum_Normal_synIC_SW"
"MouseExp3_p1_C9_Cecum_m5_S33","MouseExp3_p1_C9_Cecum_m5_S33","MouseExp3","Cecum","m5","30","synIC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","m5_Cecum_Normal_synIC_SW","m5_Cecum_Normal_synIC_SW"
"MouseExp3_p1_D1_Cecum_m9_S37","MouseExp3_p1_D1_Cecum_m9_S37","MouseExp3","Cecum","m9","30","synSC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","m9_Cecum_Normal_synSC_SW","m9_Cecum_Normal_synSC_SW"
"MouseExp3_p1_D10_Stool_m9_S46","MouseExp3_p1_D10_Stool_m9_S46","MouseExp3","Stool","m9","30","synSC","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","m9_Stool_Normal_synSC_SW","m9_Stool_Normal_synSC_SW"
"MouseExp3_p1_D4_Stool_m3_S40","MouseExp3_p1_D4_Stool_m3_S40","MouseExp3","Stool","m3","30","synIC","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","m3_Stool_Normal_synIC_SW","m3_Stool_Normal_synIC_SW"
"MouseExp3_p1_D5_Stool_m4_S41","MouseExp3_p1_D5_Stool_m4_S41","MouseExp3","Stool","m4","30","synIC","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","m4_Stool_Normal_synIC_SW","m4_Stool_Normal_synIC_SW"
"MouseExp3_p1_D7_Stool_m6_S43","MouseExp3_p1_D7_Stool_m6_S43","MouseExp3","Stool","m6","30","synSC","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","m6_Stool_Normal_synSC_SW","m6_Stool_Normal_synSC_SW"
"MouseExp3_p1_D8_Stool_m7_S44","MouseExp3_p1_D8_Stool_m7_S44","MouseExp3","Stool","m7","30","synSC","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","m7_Stool_Normal_synSC_SW","m7_Stool_Normal_synSC_SW"
"MouseExp3_p1_D9_Stool_m8_S45","MouseExp3_p1_D9_Stool_m8_S45","MouseExp3","Stool","m8","30","synSC","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","m8_Stool_Normal_synSC_SW","m8_Stool_Normal_synSC_SW"
"MouseExp3_p2_A1_Proximal_m1Normal_S97","MouseExp3_p2_A1_Proximal_m1Normal_S97","MouseExp3","Proximal","m1","","synIC into synSC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m1_Small Intestine_Normal_synIC into synSC-mouse_SW","m1_Proximal_Normal_synIC into synSC-mouse_SW"
"MouseExp3_p2_A10_Proximal_m4Normal_S106","MouseExp3_p2_A10_Proximal_m4Normal_S106","MouseExp3","Proximal","m4","","synIC into synSC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m4_Small Intestine_Normal_synIC into synSC-mouse_SW","m4_Proximal_Normal_synIC into synSC-mouse_SW"
"MouseExp3_p2_A11_Mid_m4Normal_S107","MouseExp3_p2_A11_Mid_m4Normal_S107","MouseExp3","Mid","m4","","synIC into synSC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m4_Small Intestine_Normal_synIC into synSC-mouse_SW","m4_Mid_Normal_synIC into synSC-mouse_SW"
"MouseExp3_p2_A12_Distal_m4Normal_S108","MouseExp3_p2_A12_Distal_m4Normal_S108","MouseExp3","Distal","m4","","synIC into synSC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m4_Small Intestine_Normal_synIC into synSC-mouse_SW","m4_Distal_Normal_synIC into synSC-mouse_SW"
"MouseExp3_p2_A2_Mid_m1Normal_S98","MouseExp3_p2_A2_Mid_m1Normal_S98","MouseExp3","Mid","m1","","synIC into synSC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m1_Small Intestine_Normal_synIC into synSC-mouse_SW","m1_Mid_Normal_synIC into synSC-mouse_SW"
"MouseExp3_p2_A3_Distal_m1Normal_S99","MouseExp3_p2_A3_Distal_m1Normal_S99","MouseExp3","Distal","m1","","synIC into synSC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m1_Small Intestine_Normal_synIC into synSC-mouse_SW","m1_Distal_Normal_synIC into synSC-mouse_SW"
"MouseExp3_p2_A4_Proximal_m2Normal_S100","MouseExp3_p2_A4_Proximal_m2Normal_S100","MouseExp3","Proximal","m2","","synIC into synSC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m2_Small Intestine_Normal_synIC into synSC-mouse_SW","m2_Proximal_Normal_synIC into synSC-mouse_SW"
"MouseExp3_p2_A5_Mid_m2Normal_S101","MouseExp3_p2_A5_Mid_m2Normal_S101","MouseExp3","Mid","m2","","synIC into synSC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m2_Small Intestine_Normal_synIC into synSC-mouse_SW","m2_Mid_Normal_synIC into synSC-mouse_SW"
"MouseExp3_p2_A6_Distal_m2Normal_S102","MouseExp3_p2_A6_Distal_m2Normal_S102","MouseExp3","Distal","m2","","synIC into synSC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m2_Small Intestine_Normal_synIC into synSC-mouse_SW","m2_Distal_Normal_synIC into synSC-mouse_SW"
"MouseExp3_p2_A7_Proximal_m3Normal_S103","MouseExp3_p2_A7_Proximal_m3Normal_S103","MouseExp3","Proximal","m3","","synIC into synSC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m3_Small Intestine_Normal_synIC into synSC-mouse_SW","m3_Proximal_Normal_synIC into synSC-mouse_SW"
"MouseExp3_p2_A8_Mid_m3Normal_S104","MouseExp3_p2_A8_Mid_m3Normal_S104","MouseExp3","Mid","m3","","synIC into synSC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m3_Small Intestine_Normal_synIC into synSC-mouse_SW","m3_Mid_Normal_synIC into synSC-mouse_SW"
"MouseExp3_p2_A9_Distal_m3Normal_S105","MouseExp3_p2_A9_Distal_m3Normal_S105","MouseExp3","Distal","m3","","synIC into synSC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m3_Small Intestine_Normal_synIC into synSC-mouse_SW","m3_Distal_Normal_synIC into synSC-mouse_SW"
"MouseExp3_p2_B1_Proximal_m5Normal_S109","MouseExp3_p2_B1_Proximal_m5Normal_S109","MouseExp3","Proximal","m5","","synSC into synIC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m5_Small Intestine_Normal_synSC into synIC-mouse_SW","m5_Proximal_Normal_synSC into synIC-mouse_SW"
"MouseExp3_p2_B10_Proximal_m8Normal_S118","MouseExp3_p2_B10_Proximal_m8Normal_S118","MouseExp3","Proximal","m8","","synSC into synIC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m8_Small Intestine_Normal_synSC into synIC-mouse_SW","m8_Proximal_Normal_synSC into synIC-mouse_SW"
"MouseExp3_p2_B11_Mid_m8Normal_S119","MouseExp3_p2_B11_Mid_m8Normal_S119","MouseExp3","Mid","m8","","synSC into synIC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m8_Small Intestine_Normal_synSC into synIC-mouse_SW","m8_Mid_Normal_synSC into synIC-mouse_SW"
"MouseExp3_p2_B12_Distal_m8Normal_S120","MouseExp3_p2_B12_Distal_m8Normal_S120","MouseExp3","Distal","m8","","synSC into synIC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m8_Small Intestine_Normal_synSC into synIC-mouse_SW","m8_Distal_Normal_synSC into synIC-mouse_SW"
"MouseExp3_p2_B3_Distal_m5Normal_S111","MouseExp3_p2_B3_Distal_m5Normal_S111","MouseExp3","Distal","m5","","synSC into synIC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m5_Small Intestine_Normal_synSC into synIC-mouse_SW","m5_Distal_Normal_synSC into synIC-mouse_SW"
"MouseExp3_p2_B4_Proximal_m6Normal_S112","MouseExp3_p2_B4_Proximal_m6Normal_S112","MouseExp3","Proximal","m6","","synSC into synIC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m6_Small Intestine_Normal_synSC into synIC-mouse_SW","m6_Proximal_Normal_synSC into synIC-mouse_SW"
"MouseExp3_p2_B5_Mid_m6Normal_S113","MouseExp3_p2_B5_Mid_m6Normal_S113","MouseExp3","Mid","m6","","synSC into synIC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m6_Small Intestine_Normal_synSC into synIC-mouse_SW","m6_Mid_Normal_synSC into synIC-mouse_SW"
"MouseExp3_p2_B6_Distal_m6Normal_S114","MouseExp3_p2_B6_Distal_m6Normal_S114","MouseExp3","Distal","m6","","synSC into synIC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m6_Small Intestine_Normal_synSC into synIC-mouse_SW","m6_Distal_Normal_synSC into synIC-mouse_SW"
"MouseExp3_p2_B7_Proximal_m7Normal_S115","MouseExp3_p2_B7_Proximal_m7Normal_S115","MouseExp3","Proximal","m7","","synSC into synIC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m7_Small Intestine_Normal_synSC into synIC-mouse_SW","m7_Proximal_Normal_synSC into synIC-mouse_SW"
"MouseExp3_p2_B8_Mid_m7Normal_S116","MouseExp3_p2_B8_Mid_m7Normal_S116","MouseExp3","Mid","m7","","synSC into synIC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m7_Small Intestine_Normal_synSC into synIC-mouse_SW","m7_Mid_Normal_synSC into synIC-mouse_SW"
"MouseExp3_p2_B9_Distal_m7Normal_S117","MouseExp3_p2_B9_Distal_m7Normal_S117","MouseExp3","Distal","m7","","synSC into synIC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m7_Small Intestine_Normal_synSC into synIC-mouse_SW","m7_Distal_Normal_synSC into synIC-mouse_SW"
"MouseExp3_p2_C1_Proximal_m9noFiber_S121","MouseExp3_p2_C1_Proximal_m9noFiber_S121","MouseExp3","Proximal","m9","","synSC into synIC-mouse","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m9_Small Intestine_noFiber_synSC into synIC-mouse_SW","m9_Proximal_noFiber_synSC into synIC-mouse_SW"
"MouseExp3_p2_C10_Proximal_m12noFiber_S130","MouseExp3_p2_C10_Proximal_m12noFiber_S130","MouseExp3","Proximal","m12","","synSC into synIC-mouse","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m12_Small Intestine_noFiber_synSC into synIC-mouse_SW","m12_Proximal_noFiber_synSC into synIC-mouse_SW"
"MouseExp3_p2_C11_Mid_m12noFiber_S131","MouseExp3_p2_C11_Mid_m12noFiber_S131","MouseExp3","Mid","m12","","synSC into synIC-mouse","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m12_Small Intestine_noFiber_synSC into synIC-mouse_SW","m12_Mid_noFiber_synSC into synIC-mouse_SW"
"MouseExp3_p2_C12_Distal_m12noFiber_S132","MouseExp3_p2_C12_Distal_m12noFiber_S132","MouseExp3","Distal","m12","","synSC into synIC-mouse","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m12_Small Intestine_noFiber_synSC into synIC-mouse_SW","m12_Distal_noFiber_synSC into synIC-mouse_SW"
"MouseExp3_p2_C2_Mid_m9noFiber_S122","MouseExp3_p2_C2_Mid_m9noFiber_S122","MouseExp3","Mid","m9","","synSC into synIC-mouse","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m9_Small Intestine_noFiber_synSC into synIC-mouse_SW","m9_Mid_noFiber_synSC into synIC-mouse_SW"
"MouseExp3_p2_C3_Distal_m9noFiber_S123","MouseExp3_p2_C3_Distal_m9noFiber_S123","MouseExp3","Distal","m9","","synSC into synIC-mouse","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m9_Small Intestine_noFiber_synSC into synIC-mouse_SW","m9_Distal_noFiber_synSC into synIC-mouse_SW"
"MouseExp3_p2_C4_Proximal_m10noFiber_S124","MouseExp3_p2_C4_Proximal_m10noFiber_S124","MouseExp3","Proximal","m10","","synSC into synIC-mouse","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m10_Small Intestine_noFiber_synSC into synIC-mouse_SW","m10_Proximal_noFiber_synSC into synIC-mouse_SW"
"MouseExp3_p2_C5_Mid_m10noFiber_S125","MouseExp3_p2_C5_Mid_m10noFiber_S125","MouseExp3","Mid","m10","","synSC into synIC-mouse","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m10_Small Intestine_noFiber_synSC into synIC-mouse_SW","m10_Mid_noFiber_synSC into synIC-mouse_SW"
"MouseExp3_p2_C6_Distal_m10noFiber_S126","MouseExp3_p2_C6_Distal_m10noFiber_S126","MouseExp3","Distal","m10","","synSC into synIC-mouse","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m10_Small Intestine_noFiber_synSC into synIC-mouse_SW","m10_Distal_noFiber_synSC into synIC-mouse_SW"
"MouseExp3_p2_C7_Proximal_m11noFiber_S127","MouseExp3_p2_C7_Proximal_m11noFiber_S127","MouseExp3","Proximal","m11","","synSC into synIC-mouse","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m11_Small Intestine_noFiber_synSC into synIC-mouse_SW","m11_Proximal_noFiber_synSC into synIC-mouse_SW"
"MouseExp3_p2_C8_Mid_m11noFiber_S128","MouseExp3_p2_C8_Mid_m11noFiber_S128","MouseExp3","Mid","m11","","synSC into synIC-mouse","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m11_Small Intestine_noFiber_synSC into synIC-mouse_SW","m11_Mid_noFiber_synSC into synIC-mouse_SW"
"MouseExp3_p2_C9_Distal_m11noFiber_S129","MouseExp3_p2_C9_Distal_m11noFiber_S129","MouseExp3","Distal","m11","","synSC into synIC-mouse","SW","noFiber","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m11_Small Intestine_noFiber_synSC into synIC-mouse_SW","m11_Distal_noFiber_synSC into synIC-mouse_SW"
"MouseExp3_p2_D1_Proximal_m13Normal_S133","MouseExp3_p2_D1_Proximal_m13Normal_S133","MouseExp3","Proximal","m13","","synAC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m13_Small Intestine_Normal_synAC-mouse_SW","m13_Proximal_Normal_synAC-mouse_SW"
"MouseExp3_p2_D10_Proximal_m16Normal_S142","MouseExp3_p2_D10_Proximal_m16Normal_S142","MouseExp3","Proximal","m16","","synAC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m16_Small Intestine_Normal_synAC-mouse_SW","m16_Proximal_Normal_synAC-mouse_SW"
"MouseExp3_p2_D11_Mid_m16Normal_S143","MouseExp3_p2_D11_Mid_m16Normal_S143","MouseExp3","Mid","m16","","synAC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m16_Small Intestine_Normal_synAC-mouse_SW","m16_Mid_Normal_synAC-mouse_SW"
"MouseExp3_p2_D12_Distal_m16Normal_S144","MouseExp3_p2_D12_Distal_m16Normal_S144","MouseExp3","Distal","m16","","synAC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m16_Small Intestine_Normal_synAC-mouse_SW","m16_Distal_Normal_synAC-mouse_SW"
"MouseExp3_p2_D2_Mid_m13Normal_S134","MouseExp3_p2_D2_Mid_m13Normal_S134","MouseExp3","Mid","m13","","synAC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m13_Small Intestine_Normal_synAC-mouse_SW","m13_Mid_Normal_synAC-mouse_SW"
"MouseExp3_p2_D3_Distal_m13Normal_S135","MouseExp3_p2_D3_Distal_m13Normal_S135","MouseExp3","Distal","m13","","synAC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m13_Small Intestine_Normal_synAC-mouse_SW","m13_Distal_Normal_synAC-mouse_SW"
"MouseExp3_p2_D4_Proximal_m14Normal_S136","MouseExp3_p2_D4_Proximal_m14Normal_S136","MouseExp3","Proximal","m14","","synAC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m14_Small Intestine_Normal_synAC-mouse_SW","m14_Proximal_Normal_synAC-mouse_SW"
"MouseExp3_p2_D5_Mid_m14Normal_S137","MouseExp3_p2_D5_Mid_m14Normal_S137","MouseExp3","Mid","m14","","synAC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m14_Small Intestine_Normal_synAC-mouse_SW","m14_Mid_Normal_synAC-mouse_SW"
"MouseExp3_p2_D6_Distal_m14Normal_S138","MouseExp3_p2_D6_Distal_m14Normal_S138","MouseExp3","Distal","m14","","synAC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m14_Small Intestine_Normal_synAC-mouse_SW","m14_Distal_Normal_synAC-mouse_SW"
"MouseExp3_p2_D7_Proximal_m15Normal_S139","MouseExp3_p2_D7_Proximal_m15Normal_S139","MouseExp3","Proximal","m15","","synAC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m15_Small Intestine_Normal_synAC-mouse_SW","m15_Proximal_Normal_synAC-mouse_SW"
"MouseExp3_p2_D8_Mid_m15Normal_S140","MouseExp3_p2_D8_Mid_m15Normal_S140","MouseExp3","Mid","m15","","synAC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m15_Small Intestine_Normal_synAC-mouse_SW","m15_Mid_Normal_synAC-mouse_SW"
"MouseExp3_p2_D9_Distal_m15Normal_S141","MouseExp3_p2_D9_Distal_m15Normal_S141","MouseExp3","Distal","m15","","synAC-mouse","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m15_Small Intestine_Normal_synAC-mouse_SW","m15_Distal_Normal_synAC-mouse_SW"
